Type de session;Priorite;Groupe d'Action;Session Code;Session Title;Date et heure de la session;Salle;Session Summary;Programme de la session;Mots-cles ;Projets inclus;Organisations participantes - coordinateurs de session;Autres organisations et parties prenantes associees;Duree de la session ;Test
Session thématique ordinaire;Sécurité de l'eau et assainissement;1A Mettre en œuvre le droit à l'eau et à l'assainissement et assurer l'accès à l'eau potable et à l'assainissement dans les situations d'urgence. ;1A1;L'accès à l'eau potable et à l'assainissement de l'urgence au développement en situation de crise. ;Lundi 21 mars de 14.00H à 15.30H;Salle 1;Dans les situations de crise (conflit, catastrophe, épidémie), de plus en plus longues et complexes, il est nécessaire de lier la réponse humanitaire d'urgence à une réponse plus durable dès que le contexte le permet. Ce processus, appelé Nexus Humanitaire-Développement, nécessite une bonne analyse de la situation, une réponse pertinente définie avec la population et une capacité de suivi dans le temps. Le Nexus implique une coopération avec plusieurs types d'acteurs nationaux et internationaux, complémentaires les uns des autres, dont les populations et leurs représentants dans le cadre des OMD eau, assainissement et hygiène notamment. ;Introduction modérateur 3 mn, vidéo 5 mn, état des lieux des crises et chiffres clés par rapport à l'OMD 6 5mn, eau et santé 5 mn, réponse d'urgence 5 mn, nexus Burkina Faso 10 mn, questions-réponses et débat avec le public 15mn, table ronde sur le financement 5mn, coordination des acteurs 5mn, questions-réponses et débat avec le public 15mn. Conclusion et messages politiques 5 mn. ;Crise - humanitaire - développement - coordination - partenariat.;La session sera basée sur des projets humanitaires et un important projet en cours de type Nexus pour les populations déplacées de force au Burkina Faso en raison de l'insécurité. Le projet a une durée de 2 ans et un budget de 3,8 millions d'euros. ;Alain Boinet, Baptiste Lecuyot, Allassane Traoré;Solidarités International (Alain Boinet, Baptiste Lecuyot, Allassane Traoré, Cristal), Epidémliogue RDC (Didier Bompangue Nkoko), ACF (Braem), CICR (Guillaume PierreHumbert), Cluster Wash Burkina Faso (Martina Rama)Un Samedi au Village (Perpétue Adité) Office National de l'Eau- ONEA (Ousma Pitroipa), Commission Européenne-DG ECHO (Luc Soenen), Agence Suisse pour le Développement et la Coopération-SDC (Marc André Bunzli), ;90';Renforcement des liens avec la coordination eau-assainissement-hygiène de Dakar pour l'Afrique de l'Ouest et du Centre, avec le Global Wash Cluster et l'UNICEF, avec la feuille de route Wash, le projet Nexus Burkina Faso, avec le Partenariat français pour l'eau (PFE), la Coalition pour l'eau en vue de la Conférence des Nations unies sur l'eau en 2023. Contacts avec les collectivités locales et les entreprises présentes pour nouer des partenariats. Contact avec les médias et diffusion du 8ème Baromètre 2022 de l'eau, de l'hygiène et de l'assainissement publié par Solidarités International. 
